Este {tmkeyword} é divertido, mas os anúncios aparecem o tempo todo e atrapalham a jogatina.
Overall it's a good {tmkeyword}. I am playing this {tmkeyword} from last 5 months a I have not got bored even a single time. But please add a few things- 1.the cops should be a little more intelligent. 2.the player should be able to jump. 3.a few more vehicles 4.more levels in the story mode.(I usually play Story mode) 5.new locations like an airport. Please add them in PAYBACK 3 I CAN'T WAIT FOR PAYBACK 3!!! overall this is the best battle SANDBOX
When I played PAYBACK 2 . I never thought that this {tmkeyword} is bad or not good. But one thing I want to say that {tmkeyword} controls are not good. I want you to add more cars and I really want monster trucks and all things like it so please add an update to it and all these things.
Amazing, addicting, fun, edgy, and chaotic. An all out brutal war between players on the streets crowded with pedestrians and civilian cars in between you can destroy or steal on small open world urban maps. Different {tmkeyword} modes which include team based ones and car races. There's bots that you don't really get notified of though who act as fill-ins for matches that don't have many people. I never liked bots but the names with references to irl criminals is cool, from Capone to the Kray twins
This {tmkeyword} is best of all I have played. I love all it's features, graphics,story,missions. If you can add motorcycles and snipers to it, this will be great . And it's hard to play online mode because of many bugs. Please fix these it will help a lot. Thank you. 😁
Payback is the best {tmkeyword} ever it is based on the film payback I played this {tmkeyword} for 2 years and then I deleted and then once again I downloaded it best {tmkeyword} but the problem is it has many ads after every level a ad come please solve this problem . The hourly ,daily ,weekly challenges are best.
I am a youtuber . This {tmkeyword} is best for youtube . I have installed this {tmkeyword} from 9-1-23 This {tmkeyword} fully looks like gta5 and this {tmkeyword} is very interesting. There are lots of things to do. But the thing I didn't like that when I open the {tmkeyword} it automatically gets close sometimes and I have to do that mission again. By the way I will give it 5 stars. I LOVE THIS {tmkeyword}. BYE
I love this {tmkeyword} because it feels like GTA Chinatown wars but you don't have to pay for the {tmkeyword}. But I would like a feature that would allow players to set their cars and the bots' cars. eg: I can set my car to be a Portia and I can set the bots' cars to be a rambler. Overall I would say this {tmkeyword} is decently good and I would highly recommend it.
Great {tmkeyword}. Not really too much detail in the environment but it dosen't affect {tmkeyword}play at all. The {tmkeyword}play mechanics and its diversity makes a good experience. Although, I might suggest adding a clip system for weapons, and an assault rifle.
Very Very wonderful {tmkeyword}.It has very good graphics and almost a real experience but there are still some errors.1.There is a bridge in Freedom City you can only jump from the other part of the city but you can't jump from the other side 2.We need you to fix glitches 3. The roads curve/bends are too sharp even the programmed cars especially the bus can't turn well but so far the rest of the {tmkeyword} is good
This is an awesome {tmkeyword} for those with or without an internet connection Me and my cousin used to play this together and we usually just roamed around the map and well it gets boring when there's nothing left to do after Golding all missions and completing everything else so make the {tmkeyword} longer yea I know there is a multiplayer mode but most PPL there are tryhards. Would recommend
It's an amazing {tmkeyword} for those who wanna play all forms of {tmkeyword}s like racing,brawl(killer zone),robbery(stealing)....it would be a nice experience if you go through multiplayer......It had been my one of the best {tmkeyword}s for which I've played so far....and am requesting you to develop and increase the maps....
This {tmkeyword} is so much fun to play.i play with my friends brothers and best part is you can play it offline and online and you can change the look of your character and you can change the maps and the veichle and it has secert locations.one thing i hate is how the character walk but i liked the story and thats why i am giving five stars. I play all time whenever going to a trip playing this {tmkeyword} goog {tmkeyword} 👍.
Payback 2 is a great {tmkeyword} it is alway, its graphic is nice really nice. But some improvements needs to be made on the {tmkeyword}. if possible should we be able to play on video {tmkeyword}s or the {tmkeyword} something like GTA. the {tmkeyword} is nice.
Stop and kill criminal and the way of driving vehicles was so easy and good i really enjoyed and it was fun playing the {tmkeyword} and there is an accpet that i gut confused and didn't no what to do that accpet was when i needed to escape from prison and kill to police men just to escape from there although the {tmkeyword} was really fun. The weapons in the {tmkeyword} fantastic even the car were fantastic and fast and the guy skills in handling all the weapons and vehicles were great and to me that is great wow..
Review of Payback 2 Payback 2 is an action-packed, open-world battle {tmkeyword} that offers a mix of chaotic fun and intense {tmkeyword}play. With a variety of {tmkeyword} modes, including racing, gang wars, and explosive battles, it keeps players engaged with its fast-paced and unpredictable challenges. The {tmkeyword}’s sandbox-style freedom and multiplayer mode make it highly entertaining, though the graphics and controls could be more refined. While it may not match the depth of AAA titles, its casual mayhem and div
Pretty responsive for the {tmkeyword} with such little storage, it's like the lite version of GTA, coolest {tmkeyword}play, Loads of diverse missions, several optional cities and top notch codding, hats of 💁to the developer, virtually no bugs, Customization features are the best ... Best action {tmkeyword} ever But to developers, try adding liki motorcycles, mall features and others so that the money you earn on storymode doesn't feel like it's lost, I wanna spend the money, and how do I earn the gold coins?
App is good, the controls are easy to use... but the developers need to work on the graphics a bit, like entering cars... and also make buildings more accessible... not just as blocks and landmarks.... then we need to know where to find choppers, tanks etc😂
Very Enjoyable, waste alot of time because it's very fun, especially on campaign mode i love it, and gang wars are very very addictive, maybe you could give a little backstory so campaign and story mode are connected one each other, and every level on campaign mode are connected too so it will give this {tmkeyword} a lot of good reviews, maybe you can make this {tmkeyword} a lot better than gta, but the controls are not sensitive, you could change the controller to joystick
Payback 2 is the best {tmkeyword} 🎮ever installed ★★★★★★. Both the graphics, realistic gun shots, realistic weapon reactions, just name them..! just remaining three more things; Just like what Abubakar Muhammed said, whenever the player opens a car's door, it should be realistic- that is, the car door should open. The houses 🏘️ should have interiors, the player should have access to the houses. The cars also should have interiors. I can't wait for these updates 😍 GOD bless Apex Designs👍🙏
Hello devs, the feature to play your own music is really cool however, this does result sound effects playing from different {tmkeyword}s on my phone, but I really like the music in this {tmkeyword}, it fits the atmosphere perfectly, so how about you add a third setting in music options, called "play music from this {tmkeyword} only". Much love for this {tmkeyword}, leon
this the best {tmkeyword} i ever seen but we need bike and more car and swimming feature but I am waiting from 10 year for pay back 3 when the next version will launch you should launch it on 26 may 2026 but the formula 1 car is worst bad control but except all car have excellent💯💯👍👍 control and what about your next {tmkeyword} 📝 plan (≚ᄌ≚)ℒℴѵℯ❤◌⑅⃝
You should add more guns like a sniper and add helicopters to the police force and also you should let players have the ability to not watch an ad in the {tmkeyword} and more vehicles like a plane, and have the ability to get in someone's car as a passenger but overall the {tmkeyword} is amazing and I play it every day
I really love this {tmkeyword} since it has high quality graphics and it almost has majority of the things which are needed except for some parts e.g. when you fall in the water either on foot or in vehicle you can't swim or get out of the vehicle but other then this i really like the {tmkeyword}....👌👌👌
You guys rock!!! Within the limit of tjis size, you created a heaven of an experience for players, i really love this {tmkeyword}. I suggest you people with those creative brains should create more {tmkeyword}s like this more and more graphics(the graphics in this {tmkeyword} was gorgeous) plus some extra features. Thanks again for giving this
It is Avery legit {tmkeyword},good grafics and also good modes but it would be nice if the buildings had doors to enter ,more different types of cars ,more weapons,a police helicopter when been chased and bicycle's and mortociclesand ao if it would be possible combine all the cities but divide them using a bridge which is on top of an ocean,then introduce missions.
The {tmkeyword} is honestly amazing but please if the Creators of this {tmkeyword} is still alive make the helicopter racing mission Easy ITS SO DIFFICULT PLEASE.The controllers is overall fine it just need some fixing. Id recommend adding more weapons or vehicles to make the {tmkeyword} even more fun and interesting.I haven't experienced a bug yet so good job for solving that problem. 5 stars this {tmkeyword} is just like Gta its so fun and addicting i hope there's more updates in the future
It is a very nice {tmkeyword}... I've been playing this for the past 5 years,And iam still not bored...Even though it is a great {tmkeyword}, Their is a lack of playable content...Both in Campaign and Story mode...I request the developers to make more playable content of Campaign and Story mode. Thank you developers of Payback 2❤️
So Beautiful So Aligent Just Feeling like a WOW💫 It's a very nice {tmkeyword} with good graphics in a very small amount of storage. It is a very underrated {tmkeyword}. If people start playing it, it can give competition to other big {tmkeyword}s. Just one compliment that there are so many ads of nearly 30 to 35 seconds. But then also it's the best offline {tmkeyword} I have every players😎
Wow Devs! Really great! Dear Devs really all you are thinking out of the box! Playback 2 The Battle Sandbox is Really out of the Box! No one can't give the same experience of this {tmkeyword}! Small in size, Great in overall! Entirely different experience! Can't see any similar {tmkeyword} like this! You are the galaxy's first devs to do such a {tmkeyword}! What can I able to tell about this {tmkeyword}!? Simply Thank you! Love you bros! ♥️
I love this {tmkeyword} it will be better if it was more like G T A a fun OPEN WORLD adventure {tmkeyword}and I like the fact you can go on missions and kille bad guys and make it that helicopters have following guns and missiles and make it in a way that if you shoot somebody you can actually get the person weapon and make it in a way you don't need to sign in to do multiplayer and let it be easy to play multiplayer it is a very cool {tmkeyword}
This is definitely one of my most played and favourite {tmkeyword} of all time. It's basically GTA, but crammed into mobile. There is so much to do in this {tmkeyword}, from doing missions, to batting NPCs in campaign, and just screwing around. I'm having a blast with this {tmkeyword} so far!
Oh my goddd, how you have made this Graphicsss ,unbelievable nothing to tell any thing about it who is the creator of this {tmkeyword} , how the too high graphics are so controllable so that it is something under 150 MBs ,How! How! How!, in starting there is always cgi maded video is excellence and thriller, suspenseful, i have inspired with this {tmkeyword}, i am in 12th class and playing this {tmkeyword} since 3-4 years it also run in my 2013s mobile with too high graphics setting.please be continue with part 3.
Best thing is its offline and no ads ,Nice graphic, good missions, simillar to gta {tmkeyword}s, but as the level unlocked, its getting harder and harder to a point that is impossible to earn stars. Overall a really nice {tmkeyword}. I like how it has day and night and all seasons.
Amazing {tmkeyword} but once bug-When car start and goes and I only play this for time pass and also very satisfying {tmkeyword} 🎯!!!! But bug is when car start and also goes then by mistake I click on mine mise button 🔘 and some time I did not do any thing but car goes automatically so fix this bug!! Any ways Rate is-5 star ⭐
Payback 2 is a fast-paced action {tmkeyword} featuring chaotic battles, races, and missions across various vehicles and weapons, with both solo and online multiplayer modes. Provides entertaining experience for fans.
It's one of the best war {tmkeyword}s I e have ever seen it combines almost everything other {tmkeyword}s have but if you add some levels in campaign and story mode and motorcycles bicycles, swimming and also entering the buildings and some other challenges.g when fighting with police and army it should be hard to escape also on mission sector it is too easy one can finish any mission without struggling at all but the {tmkeyword} has no any problem almost It's the best
This {tmkeyword} is a thrilling mental workout! Payback 2 clever design makes it incredibly engaging, but be warned there are some levels that is a brain twister that will push your limits. But my problem about the {tmkeyword} are the ads in it but aside that the {tmkeyword} is very interesting trust me
this like a PUBG and free fire and this graphic is very smooth and this control is very sanative ya
It's very good {tmkeyword} and has all variety like race ,killing people, assigning the work of capturing the zone, there many branded cars which gets on the road and free of cost. We can snatch them easily by a option, there are helicopters and boat, there many guns like machine gun, and many hi -tec guns free of cost you can get them by maps
This app is very good have been playing it for 3 years and the only things that need changes is to : 1.enter building. 2.we should be able to collect money given to us in mission. 3.we should be able to swim not drown With this few points of mine I hope you can do some adjustments. Thank you creator of payback 2-sandbox
it is one of the best {tmkeyword}s I have played it is stylized,the graphics are awesome and I really enjoy playing the {tmkeyword} but I want the developer to add a swimming effect to avoid getting drowed it will make it to have more fun
best {tmkeyword} ever in my opinion it's offline meaning you can play anytime and anywhere different maps different {tmkeyword} modes, cars, weapons, story, this {tmkeyword} has everything. please make more {tmkeyword}s like this
The {tmkeyword} is awesome but plz could you consider my sugggestions.The point is a player and his teamate can't be in the same car,one has to ve out for other to take control. Pls consider improving this part and also when a player is forced or mistakely falls into the ocean then thats the end of him aslo could like make it possible for a player to swim on the ocean surface and get drowned when a player dives for too long. And lastlly,the {tmkeyword} is awesome and please consider my suggestions. U are good
You'd never regret downloading this Amazing entity of a {tmkeyword} 👌👌... I've downloaded this {tmkeyword} more than 14 times... and I delete again to redownload after completion each time. the {tmkeyword} is so soothing. the problem now is that, y'all should make another similar {tmkeyword} (like an upgrade) or just make this one better
Man this {tmkeyword} has a lot of potential to outdate GTA atleast on mobiles. From race tracks to helicopters , from crash head gun fights to free flight ... I have become a fan of payback. In short a definitive experience. Nothing more. But pls do consider rolling out some updates.
For a Mobile {tmkeyword} this is crazy fun! It's just like gta, the developers did really good! Great {tmkeyword} please dont let the commercials ruin it keep them short and offer rewards let us get everything we can to have fun like basket ball {tmkeyword}s, hostage situations new adventure missions ! So far so good, you guys rock👍🏼
This is an excellent awesome {tmkeyword} i don't have words to describe this {tmkeyword} it is fantastic. But there should be some improvement like there should be a mode i which we can explore the city. And yes plz increase the city size . Plz. And there should be hum0 button and there should be some more car and guns i think 🤨🤨🤨 but whatever it is a mindblowing {tmkeyword} . I hope u all will work on it very soon.
Nice {tmkeyword} I love the {tmkeyword} but still needs a lot of improvement.like we need bike in the {tmkeyword} and, we can't swim when we mistakenly drive into the water, we need to swim for some time please try and improve this things, I will be greatful. I have been playing this {tmkeyword} for 3 years+ now I would have rate more Stars but it's only 5 star
I love the {tmkeyword} so much!! Its fun and great entertainment!! But you have something to add vehicle like jet,plane and add some weapon's. And add mode like free roam that you can explore the world without missions and opponents. Thats i want in the next update
It's an interesting {tmkeyword} you can even kill corpse and still be awarded you can choose to play the other room and still win. Mostly I have being playing payback 2 for the past 3-4years now. But I wish there is a life bar not that the characters will shoot and the next thing is mission fail🥺
Wow ! This is a good {tmkeyword} I have played ever# But I hope some changes from you - 1.swimming in water 2.big maps like London 3.more vehicle and more weapons 4.some controls like jump ,sprint and sit and prone 5.make to go inside of buildings 6.costimizing of controls 7.change fire button 8.also add motorcycle #For this changes you can make {tmkeyword} for 500mb#
I played this {tmkeyword} about 4 years ago and downloaded it again it's still an awesome {tmkeyword}. I was just wondering why don't we still have Payback 3 with the new technology and so on the {tmkeyword} could have a lot of new features, cars,guns, missions,etc
This {tmkeyword} is really cool, it has more potential than most {tmkeyword}s on playstore, only if you made it more of a story type {tmkeyword}, doing missions by phone calls are boring(neither are challenges very interesting) maybe make all the maps into one big map and make it a story {tmkeyword}?, or make payback 3 with the things I just told, this {tmkeyword} has crazy potential into being something for ps series, yet it's a mobile {tmkeyword}, if only you make it like ganster Vegas, or gangstar new orleans it will get famous
The only {tmkeyword} in the playstore which is actually a gta like {tmkeyword} with lots of modes and missions and actual good graphics and controls. Various cars, maps,lots of thing to do. Just awesome highly recommended who is looking for gta like {tmkeyword} in low mb. Just awesome..giving it additional 5 stars(⭐⭐⭐⭐⭐).
Something weird I noticed today while playing 'Caught by the Fuzz'. The key is gone, the one that is required to open the gates of the prison. It's just not where it's supposed to be and the its guard is also missing. I've played and bet this entire {tmkeyword}, and I was replaying this level from the Story Mode, the key and its guard have disappeared. Wonder if the creators ot somebody could suggest what may have went wrong.
Can you make the A. I smarter, because when I custom some stage and I used good equipment and vehicle, the A.I don't wanna use it, especially when the {tmkeyword} mode is capture the case, I really hope this {tmkeyword} development really good, and added more vehicles, and more {tmkeyword} mode and make sure the A.I will be smarter next time
I am really obsessed with PayBack 2, But ads. they kept coming after every single match. It's been years, but still ads are relevant. Please do something. We players are usually students and can't buy "NO ADS" membership. I know you also need to generate ROI, but please atleast make 1 add per 4 matches so we can enjoy while playing the {tmkeyword}. Thanks. Regards, Payback 2 Lover.
I would rate 5 stars but i wish that you could also add jumping button and swimming and you should also put only punching option and add your radio stations in car which plays some songs tunes etc. you should put a camera like gta 5 when you drive in the first person mode you can see your hands steering and all. you should also add petrol which atleast finishes in one hour then you should put petrol stations that wil cost 100.. so the {tmkeyword} will be really more enjoying. Please put this update....
This is a fantastic {tmkeyword}. I literally have no words to describe it. I play this {tmkeyword} from 5 years . The only thing you can improve (in my opinion) that you need to add new cities and new modes quickly. Please do faster . And I love this {tmkeyword} . please add some more cars and weapons also .
It is brilliant! The amount of objects you added is awesome. This {tmkeyword} has so much to offer. I faced a little problem to acquire handling with the given controls. I think it can be made better by allowing buttons to place where the user wants. Overall the {tmkeyword} is beautiful!
Pay back {tmkeyword} has exceeded my expectations in every way possible. From the stunning graphics to the immersive {tmkeyword}play, this {tmkeyword} truly transports you to another world. The attention to detail and the wide array of features keep me engaged for hours on end. The developer's commitment to creating a seamless and unforgettable gaming experience is evident in every aspect of the {tmkeyword}. I highly recommend pay back {tmkeyword} to all {tmkeyword}rs looking for an unforgettable gaming adventure!"
I cant believe it is an offline {tmkeyword}! The missions in the {tmkeyword} is really really good. The players in the {tmkeyword} with us play as an online player. Is worth with its graphics and {tmkeyword}play. But its look like a dark atmosphere allover the {tmkeyword}. Good graphics and i loved it
I love this {tmkeyword} is play this about 4to5 years this {tmkeyword} have some bugs
This {tmkeyword} is such a cool vibe for me. Been playing this {tmkeyword} over a year now and i have not regretted downloading it in the first place. I've downloaded {tmkeyword}s of 1.5gb that ends up being a nonsense {tmkeyword} but compared to this, it has lesser mb to downoad yet still turned out to be a fantastic {tmkeyword}. I will love if the developer of this {tmkeyword} can help in the area of having more coins before playing some certain levels because getting coins is not easy and the coins requestsed for are way too much.
This {tmkeyword} is very very amazing for its graphics and physics, although the sizes of the controls should increase because it is a bit uncomfortable for playing,but over all its a very good {tmkeyword} with so much veritiy of guns,vehicles,character customization and more and I truly love this {tmkeyword}. And the missions and the story mode make this {tmkeyword} more interesting and challenging and I really want that YouTuber should play this {tmkeyword}....this {tmkeyword} is amazing 💫
This {tmkeyword} is one of the best offline {tmkeyword} I played even this day everything is so good but appearantly lack of animation and features, for instance, the maps is quite lanky and there's no animations when entering a vehicle or drive by shooting. please add some of my suggestion
Payback 2 is the best {tmkeyword} I have ever played it has so many features and abilities but on the other hand it needs some improvements like earning coin after playing a mission because I need this coin to upgrade my character buy clothes and vehicles with this it could make the {tmkeyword} more interesting and fun.
Add planes will ya and also snipers and motorcycles maybe bike and jumping make the running look better also it would be nice if u added primary weapons like ak47 revolvers make the jumping realistic btw cuz this {tmkeyword} has good graphics and doing parkour would be wonderful in first person it would be great if you add climbing buildings by pressing jump and you just grab on pull yourself up and get on the building you should also make and object that can make normal cars remote control cars also grappling hooks if possible) edit you should also make a multiplayer rampage mode
This {tmkeyword} is the best one in the world under 150 MB if you love {tmkeyword}s like GTA and stuff you will love this it has many modes like racing, brawl, solo, multiplayer, campaign etc I actuallyloved this a lot, I played it for an entire year and then I deleted it cause I finished all my levels , pls add some more interesting levels like the others and try to make them hard modes
Other {tmkeyword}s are bit boring but this open world {tmkeyword} entertains me..but warm request for following update ideas:1-there should be bike in the {tmkeyword}.2-there should be many more maps and all rest maps need to be much big so it will be more fun.3 there should be boat in option of choosing vehicles in multiplayer and custom mode..and update graphics bit more realistic.and one more thing when I create a public match in multiplayer,the zone glitches,example-if zoneA=3 n zoneB=2 then it glitches to 4n 5
its very good and amazing but could you please add some spices like jumping,sneaking and being able to scope the guns , and add more guns make some characters add voice chat on multiplayer more realistic graphics but your {tmkeyword} is really good nice and all
A {tmkeyword} having best logic along with sense but some issues are there but still this {tmkeyword} deserves 5 ★.I would request you to look upon the following issues:- 1-This {tmkeyword} lags many times.Whenever the character is near a explosion it lags. 2-The character drowns and dies in water.Even in a small amount of water th character drowns. 3-The maps are realyy amazing but we can't get in each and every house,only in mission it is possible to go in houses. 4-The {tmkeyword} needs an infinity map. Look upn these
Best {tmkeyword} ever, best sandbox! This {tmkeyword} has good graphics, no glitches, and it has multiplayer and you can play anywhere anytime! I've played this {tmkeyword} one year, and I installed and uninstalled it many times, and there is no escape from playing the best sandbox {tmkeyword} ever!
Wow! It is the best open world {tmkeyword} like gta. But still some things I not like in this {tmkeyword}.no own house and create a big city like in gta 5. He not shouts while falling and no movement when falling. If we press car icon he will enter directly in car he not opens the of the car. There are no bikes ,cars, and also you should keep animals, gun shops, dress shops. And add some realistic deaths and add run button, slow motion . Cheats like power punch, gravity etc. And add off road camera options in cars. He walks different. It should be stylish. If you add all these it will better than other open world {tmkeyword} and upgrade house building graphics. Please
It is good like combination of modern combat, GTA and asphalt. controls are good, have lot of options to customize characters, it's quite lite in size comparing with other good {tmkeyword}s with same features and it works offline too!! You cannot ask for more ... Good job Dev's for making and maintaining it !
It's an wonderful and amazing {tmkeyword} . As I am playing this {tmkeyword} from two year I would like to suggest you that you can make graphics still high and you should add some more features like buying house, and buying weapons and you can add some bikes and some more cars otherwise the {tmkeyword} is very nice
I love it....... a great {tmkeyword} but now i need more chapters in story mode and more long chapters and missions. Please add more things and make graphics more real. Although this update is great but need of some more types of weapons and vehicle. hope you will add these things soon.
Bro THIS IS SO COOL. U can Play it with only for 1gb of ram. Its so good. but i hate the ads, i cant vote for next round because the ads blocked it. I cant play the ads because its too long. the voting if only for 15 sec. And the ads is 30 sec. Pls remove the ads and many people will appreciate it. Thank you.
I love this {tmkeyword}, really well designed, I love the driving mechanics and shooting mechanics. I also really enjoyed the story. I also love all the types of customization. Here are some things I would like to see in the {tmkeyword}. A assault rifle and a sniper. I would also love to see more to the story. I hope you can get to my review and consider my suggestions. P.S. This has probably got to be one of the best mobile {tmkeyword}s out there.
This {tmkeyword} is the best, it's actually like almost close to being like the GTA {tmkeyword} and I actually wish that they would try adding more missions in the story section that would be challenging like "Caught by the Fuzz" and add a jump button for the character to jump and all of that know what I'm sayin 😎 anyway... respect 😎👊👊👊✌️
Payback 2 is a thrilling action {tmkeyword} with excellent graphics and diverse events like tank battles and rocket races. The multiplayer mode adds replayability, and the developers have done a great job. However, adding an open world with customization, new vehicles like bikes, and dynamic elements like weather would make it even better and make the {tmkeyword} modes look like a standard city. Cooperative missions and a deeper storyline could elevate the experience further. Looking forward to more update!
This is crazy!!...So, so much addictive... Love it, always playing. You should add motor vehicles, trains (train station) and bicycles 😄😄🤩🤩👍🏾. But!...... I guess I should see the player open and close the car door when entering or getting out. And the music should paused when I get out of the car. Thanks.
I couldn't ask for more because in already too good. But please can u add Crouch and Jump with climb. And Dogs yes , u r good at making models. Add dogs and Cats with animations in the city, also add a sprint botton with a faster running animation (leaning to front) and bikes , an emote system and player will be a ragdoll when exiting a running car. Just my last request . I love to play with my friends.
This Christmas. Is the first chance I have played Payback 2. It is racing and combat {tmkeyword}. The controls are player freindly. You can toggle beetween weapons and commandeer any vehicle. The chopper is a skillfull add on. The graphics are amazing and the {tmkeyword}play doesn't freeze ! Enjoy.
Great {tmkeyword} I really enjoy playing it, for a long time I've played the {tmkeyword} and one thing I can say is that it would be better if you could add more missions customize the way to shoot and maybe even expand the map with new locations it would be great I guarantee you that 🤗❤️ otherwise the {tmkeyword} is the best love it 🤗
Highly recommended. But still you need to add following feathers.... - Backstab method - Reloding method - Sentrie turrent need to stick to the walls and need refill method. - Need to add scopes - Need to add more story missions - Need to add character classes - Need to add Battle Royal ( Most Important) - Need to add Multiplayer chat - And please add Traps
This {tmkeyword} is an awesome and super cool {tmkeyword}. Most people love Gta but it is had to get or will I say cost but don't know that they are cool {tmkeyword}s as Gta, so I will advice everyone to play payback because it is similar to Gta and it is so real too and the graphics are perfectly design and are made with beautify colors . Payback has a lot of cars, races, and mission to try so I will advice you to go striaght to play store now and download it as fast as possible to enjoy it is I am doing right now.
The {tmkeyword} is very very nice. Its graphics was also nice. In this {tmkeyword} , all the things that us wants. Car , bus , trucks and many vehicles race. Also team battle by guns. Solo battle and many interesting things are present in this {tmkeyword}. 😍😍😍😍
What a super {tmkeyword}, you can do anything in this {tmkeyword}. The {tmkeyword} is totally the mixture of gang war type and Open world type {tmkeyword}. You can able to do a lot of missions and customs also and the main thing I like in it is its graphics and multiplayer mode. Love this {tmkeyword}😍❤😊
great experience ❤ this {tmkeyword} is just so realistic and good but there is a problem this {tmkeyword} contains add after every play and i hate this thing the most and absolutely there's nothing we can do about the ads they say pay if you want to remove ads but still i like this {tmkeyword}!keep on updating I'll wait for your next {tmkeyword} just as good as Payback2 ❤
{tmkeyword} to play around on your boiler to play around with friends because I like multiplayer the way you get money a day that I think it should increase a little If I was to read any other {tmkeyword} this is one of the only few {tmkeyword}s but I gave a full five star due to how great it is. I highly recommend to be played by everyone
THIS {tmkeyword} HAS POTENTIAL!!! Keep it updating guys! add more maps, make it realistic as possible like for example, change the minigun into an m4 rifle, an option where you can disable shooting while racing, SNIPER RIFLE, zombie mode, motorcycles, better animation for running and standing stance, add jumping, more clothings(realistic), battle royal mode, able to duck, sprint, able to change drivelane from left lane to right, quadbike, pickup truck where someone can ride from the back and shoot
this {tmkeyword} is a masterpiece i suggest to apex designes devloppers team to: - combine all the maps in the {tmkeyword} and expanding it ( add forests and deserts ) - adding day/ night cycle / and weather system - adding vehicle enter animation - improve all textures - more character clothing system - weapon/ vehicle stores arround the map - adding fighting animation system - ability to drive boats and planes and so on... {tmkeyword} will be even more better and more succesful.
AMAZING I loved it!!! It was such an amazing {tmkeyword}... It made me laugh alot,it challenged me mental and entertained! I have never enjoyed a {tmkeyword} so much that I'd play it every day... Only problem is i couldn't finish the jail mission nor the tank mission.... But the rest i mastered with 3 starts This is the best {tmkeyword} i have ever downloaded🙉🙉
The controls are perfect, don't change them. I've played this {tmkeyword} since it's release and I've got to say that it's not much different compared to then other than the camera and character customization options along with several vehicle updates.
This {tmkeyword} is pretty nice but you can add some more weapons and vehicles
It is the best {tmkeyword} but the problem is you have to pay real money to remove ads
good also needs free mode where just explore the city also dont forget the guns in that mode
the {tmkeyword} is good but there are many hackers in multiplayer mode .please banned the hackers.overall the {tmkeyword} is good I gave 5 ⭐.
i love this {tmkeyword} the graphics and more but you guys should improve in the walking of the characters and more
IT HAS HIGH GRAPHICS {tmkeyword} IT HAS BEST CARS AND REALISTIC MAFIA AND CARS {tmkeyword}
I just keep installing and uninstalling why??? Hmhmm here we go 1)This {tmkeyword} doesn't really have a challenger 2) I keep coming back expecting an update though it doesn't really needs an update but at least more missions in those areas for challenge would be more fun don't you think?? Just a suggestion. Thanks for the {tmkeyword} anyway really stressless.😁
This {tmkeyword} so good for me.i wanted this type of {tmkeyword} for so long and there is one good thing that after this much chaos it doest lags,not bugs but only it hangs and everything goes in slow motion i just want new weapons, new abilities, better AI, vehicles like chopper,other military cars that can have a gun attached to them and other basic things like jump button
This {tmkeyword} is my favourite because there are no ads and no disturbance anly when you turn off the net
Good {tmkeyword} but need multiple cities i am bored 😑of playing in one city and also add a button that by clicking it a chart of multiple cities will open and players can choose the city in they want to play. I love this {tmkeyword} but if there is physics it will become the top {tmkeyword} for ex.p-if a car burns 🔥 and blast it caught fire and if we go close to the fire nothing will happen to the he/she's character I need that if we go close to the fire it burns our character and other. THANK YOU
I shouldn't compare this {tmkeyword} to gta or the other famous {tmkeyword}. This {tmkeyword} is too much.this {tmkeyword} is cool, beautiful {tmkeyword}play I have ever seen. That your storage ganna save more because of it's 90+ mb only. This {tmkeyword} is the best. Thiers a cars, tanks, trucks, helicopters. Or. Racing cars... Specially. Humans... Looks like complete. Like gta.... But. I have an request.... It's ok about graphics of the cars, and nature's. Can you please change the graphics of the characters?... Sorry for disturbing
I think this {tmkeyword} is the best {tmkeyword} ever. This is unser 100 mb and lots of {tmkeyword} modes + multiplayer and also story mode. I like this {tmkeyword} so much. Plzzz developers keep making {tmkeyword}s like this. This {tmkeyword} also have so much good graphics. But developers i have problem i can't connect to multiplayer plzzz do something. I want to play multiplayer.
I LOVE THIS {tmkeyword}.I have been playing this {tmkeyword} since 2023 and i love it! I will give it 5 stars and i don't think it has flaws, i am addicted to this {tmkeyword} and i love it.However i have a few requests for the developers of this {tmkeyword}: 1 : Please add a zombie mode, it should also be able to be integrated with other maps, like for example imagine zombies in House park map. 2 : please add assault rifiles in this {tmkeyword} or atleast add ak47,M16. 3 : add bikes. i would love to see these things (please)🥺.
Greatest gangster {tmkeyword} ever!!!!! Great {tmkeyword}play, controls are easy to use, graphics are good....I mean what more could you ask for in a {tmkeyword}? I wish the company had more {tmkeyword}s though because this {tmkeyword} is just amazing and I know your other {tmkeyword}s would be too, anyways feel free to download this {tmkeyword}, you won't regret it.
The {tmkeyword} graphics are excellent i have played 1 year ago but please add more different more missions cars and guns and grenade i love the sound of the machine gun and please add all types of buggattis and train tracks please stop the person from drowning And add seasons try to make the map a bit biggerplease we are counting on you developer.
An excellent {tmkeyword} but needs more updates on the way the character enters a car; and the character should be updated to be able to swim. Also that the {tmkeyword} should be updated to the presence of motorcycles, trains and other live vehicles to make it look more realistic.
enjoyed very much for speed most especially if there's anything guns car's 🤗
it's an interesting {tmkeyword} but I don't like how it hangs and ads are disturbing
When you update the {tmkeyword} again these could be good ideas: add these restaurants, stores, houses, and more places. Making the graphics look a little realistic, adding kids if you want to, adding animals, a forest , adding firefighters and making a more open world
